soimoistdept_l,soimoistdept_r,soimoistdept_h,soimoistdepb_l,soimoistdepb_r,soimoistdepb_h,soimoiststat,month,runoff,areaname

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Very high,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Very high,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Medium,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Medium,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Medium,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Medium,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Medium,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Very high,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Very high,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Very high,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,High,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,August,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,September,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,October,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Dry,November,Very high,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,Very high,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,Very high,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,Very high,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,Very high,"Santa Clara Area, California, Western Part"

,0,,,50,,Moist,December,High,"Santa Clara Area, California, Western Part"

,50,,,160,,Dry,December,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,January,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,February,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,March,High,"Santa Clara Area, California, Western Part"

,0,,,160,,Moist,April,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,May,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,June,High,"Santa Clara Area, California, Western Part"

,0,,,90,,Dry,July,High,"Santa Clara Area, California, Western Part"

,90,,,160,,Moist,July,High,"Santa Clara Area, California, Western Part"

